name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_age,price_per_km,brand
Unknown,2013.0,270000.0,70000.0,Diesel,Individual,Manual,Second Owner,13.0,3.857142857142857,Unknown
Maruti Wagon R LXI Minor,2010.0,225000.0,100000.0,Petrol,Individual,Manual,Second Owner,16.0,2.25,Maruti
Maruti SX4 ZXI MT BSIV,2011.0,150000.0,160000.0,Petrol,Individual,Manual,Second Owner,15.0,0.9375,Maruti
Chevrolet Beat Diesel LT,2013.0,173000.0,70000.0,Petrol,Individual,Manual,First Owner,13.0,2.4714285714285715,Chevrolet
BMW 5 Series 520d Luxury Line,2018.0,4800000.0,9422.0,Diesel,Individual,Automatic,First Owner,8.0,509.44597749946934,BMW
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017.0,710000.0,110000.0,Diesel,Individual,Automatic,First Owner,9.0,6.454545454545454,Volkswagen
Toyota Corolla Altis 1.8 GL,2014.0,1500000.0,20000.0,Petrol,Individual,Manual,First Owner,12.0,75.0,Toyota
Maruti Baleno Zeta 1.2,2017.0,550000.0,20000.0,Petrol,Individual,Manual,First Owner,9.0,27.5,Maruti
Maruti 800 AC BSIII,2008.0,58000.0,70000.0,Petrol,Individual,Manual,Second Owner,18.0,0.8285714285714286,Maruti
Audi A4 1.8 TFSI,2012.0,1200000.0,60000.0,Petrol,Individual,Automatic,Third Owner,14.0,20.0,Audi
Mahindra Scorpio M2DI,2013.0,500000.0,150000.0,Diesel,Individual,Manual,First Owner,13.0,3.3333333333333335,Mahindra
Maruti Swift LXi BSIV,2014.0,120000.0,83000.0,Petrol,Individual,Manual,Second Owner,12.0,1.4457831325301205,Maruti
Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012.0,300000.0,250000.0,Petrol,Individual,Manual,First Owner,14.0,1.2,Toyota
Hyundai EON Era Plus,2018.0,300000.0,60000.0,Petrol,Individual,Manual,First Owner,8.0,5.0,Hyundai
Datsun GO Plus T Option BSIV,2015.0,295000.0,21000.0,Petrol,Individual,Manual,First Owner,11.0,14.047619047619047,Datsun
Maruti Ertiga VXI CNG,2018.0,587000.0,80000.0,CNG,Individual,Manual,First Owner,8.0,7.3375,Maruti
Ambassador Grand 1800 ISZ MPFI PW CL,2012.0,430000.0,50000.0,Petrol,Individual,Manual,Second Owner,14.0,8.6,Ambassador
Hyundai Verna i (Petrol),2007.0,350000.0,50000.0,Petrol,Individual,Manual,Second Owner,19.0,7.0,Hyundai
Skoda Laura Ambiente 2.0 TDI CR AT,2012.0,350000.0,48500.0,Diesel,Individual,Automatic,Second Owner,14.0,7.216494845360825,Skoda
Maruti Wagon R LXI Minor,2007.0,130000.0,60000.0,Petrol,Individual,Manual,Third Owner,19.0,2.1666666666666665,Maruti
Tata Indica Vista Aqua 1.4 TDI,2014.0,110000.0,90000.0,Diesel,Individual,Manual,Second Owner,12.0,1.2222222222222223,Tata
Unknown,2010.0,200000.0,60000.0,Diesel,Individual,Manual,Third Owner,16.0,3.3333333333333335,Unknown
Hyundai Grand i10 Magna,2014.0,320000.0,70000.0,Petrol,Individual,Manual,Second Owner,12.0,4.571428571428571,Hyundai
Maruti Wagon R LXI BS IV,2014.0,300000.0,50000.0,Petrol,Individual,Manual,First Owner,12.0,6.0,Maruti
Volkswagen CrossPolo 1.2 MPI,2016.0,350000.0,110000.0,Petrol,Individual,Manual,First Owner,10.0,3.1818181818181817,Volkswagen
Maruti Ertiga VXI Petrol,2018.0,800000.0,50000.0,Petrol,Individual,Manual,First Owner,8.0,16.0,Maruti
Hyundai Xcent 1.1 CRDi S,2016.0,270000.0,175000.0,Diesel,Individual,Manual,First Owner,10.0,1.542857142857143,Hyundai
Hyundai i20 1.2 Magna Executive,2017.0,350000.0,60000.0,Petrol,Individual,Manual,First Owner,9.0,5.833333333333333,Hyundai
Maruti Wagon R LXI CNG,2011.0,160000.0,60000.0,CNG,Individual,Manual,Second Owner,15.0,2.6666666666666665,Maruti
Maruti SX4 VDI,2013.0,340000.0,100000.0,Diesel,Individual,Manual,Second Owner,13.0,3.4,Maruti
Maruti Eeco 5 Seater AC BSIV,2017.0,350000.0,40000.0,Petrol,Individual,Manual,Second Owner,9.0,8.75,Maruti
Volkswagen Vento Diesel Style Limited Edition,2011.0,300000.0,100000.0,Petrol,Individual,Manual,First Owner,15.0,3.0,Volkswagen
Maruti Ritz VDi,2013.0,330000.0,63000.0,Diesel,Individual,Manual,First Owner,13.0,5.238095238095238,Maruti
Maruti Wagon R LXI CNG,2016.0,325000.0,80000.0,CNG,Individual,Manual,Second Owner,10.0,4.0625,Maruti
Maruti Swift Dzire VDI,2013.0,250000.0,55000.0,Diesel,Individual,Manual,First Owner,13.0,4.545454545454546,Maruti
Maruti Swift Star VDI,2013.0,250000.0,55000.0,Diesel,Individual,Manual,First Owner,13.0,4.545454545454546,Maruti
Chevrolet Beat LT Option,2015.0,240000.0,60000.0,Petrol,Individual,Manual,First Owner,11.0,4.0,Chevrolet
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020.0,545000.0,5000.0,Petrol,Individual,Manual,First Owner,6.0,109.0,Hyundai
Unknown,2015.0,300000.0,48000.0,Petrol,Dealer,Manual,First Owner,11.0,6.25,Unknown
Unknown,2010.0,130000.0,80000.0,Petrol,Individual,Manual,Second Owner,16.0,1.625,Unknown
Renault KWID RXT,2017.0,240000.0,50000.0,Petrol,Individual,Manual,First Owner,9.0,4.8,Renault
Renault KWID 1.0 RXT Optional,2018.0,360000.0,15000.0,Petrol,Individual,Manual,First Owner,8.0,24.0,Renault
Hyundai i20 1.4 CRDi Magna,2012.0,250000.0,70000.0,Diesel,Individual,Manual,First Owner,14.0,3.5714285714285716,Hyundai
Skoda Laura Elegance 2.0 TDI CR AT,2019.0,350000.0,105000.0,Petrol,Dealer,Automatic,First Owner,7.0,3.3333333333333335,Skoda
Hyundai i20 Asta Option 1.4 CRDi,2016.0,600000.0,50000.0,Diesel,Individual,Manual,Second Owner,10.0,12.0,Hyundai
Tata Indigo CR4,2010.0,150000.0,80000.0,Diesel,Individual,Manual,Second Owner,16.0,1.875,Tata
Ford EcoSport 1.5 Diesel Trend BSIV,2017.0,700000.0,50000.0,Diesel,Individual,Manual,First Owner,9.0,14.0,Ford
Mahindra XUV500 W6 2WD,2016.0,350000.0,5000.0,Diesel,Individual,Manual,First Owner,10.0,70.0,Mahindra
Hyundai Santro Xing XG,2004.0,80000.0,58000.0,Petrol,Individual,Manual,First Owner,22.0,1.3793103448275863,Hyundai
Maruti Celerio ZXI AMT BSIV,2018.0,500000.0,10000.0,Petrol,Individual,Automatic,First Owner,8.0,50.0,Maruti
Hyundai Santro Xing GLS,2012.0,193000.0,45000.0,Petrol,Individual,Manual,Second Owner,14.0,4.288888888888889,Hyundai
Honda City i VTEC V,2015.0,800000.0,10000.0,Petrol,Individual,Manual,First Owner,11.0,80.0,Honda
Maruti Wagon R LXI Minor,2014.0,150000.0,50000.0,Petrol,Individual,Manual,First Owner,12.0,3.0,Maruti
Unknown,2002.0,80000.0,40000.0,Petrol,Individual,Manual,First Owner,24.0,2.0,Unknown
Ford Figo Diesel EXI,2010.0,130000.0,100000.0,Diesel,Individual,Manual,Third Owner,16.0,1.3,Ford
Ford Figo Diesel EXI,2012.0,280000.0,80000.0,Diesel,Individual,Manual,Second Owner,14.0,3.5,Ford
Mahindra Xylo D2 BS IV,2011.0,229999.0,110000.0,Diesel,Individual,Manual,Second Owner,15.0,2.0909,Mahindra
Maruti Zen Estilo VXI BSIII,2008.0,80000.0,120000.0,Petrol,Individual,Manual,First Owner,18.0,0.6666666666666666,Maruti
Tata Nano Cx BSIII,2010.0,70000.0,10000.0,Petrol,Individual,Manual,First Owner,16.0,7.0,Tata
Unknown,2014.0,240000.0,60000.0,Diesel,Individual,Manual,Second Owner,12.0,4.0,Unknown
Mahindra Xylo E8,2010.0,380000.0,72000.0,Diesel,Individual,Manual,Second Owner,16.0,5.277777777777778,Mahindra
Unknown,2013.0,240000.0,60000.0,Diesel,Individual,Manual,Second Owner,13.0,4.0,Unknown
Hyundai Santro Xing XO,2006.0,80000.0,110000.0,Petrol,Individual,Manual,First Owner,20.0,0.7272727272727273,Hyundai
Hyundai i10 Era,2013.0,265000.0,50000.0,Petrol,Individual,Manual,First Owner,13.0,5.3,Hyundai
Hyundai EON Magna Plus Option,2018.0,320000.0,25000.0,Petrol,Individual,Manual,First Owner,8.0,12.8,Hyundai
Nissan Terrano XL 110 PS,2014.0,500000.0,120000.0,Diesel,Individual,Manual,Third Owner,12.0,4.166666666666667,Nissan
Hyundai Creta 1.6 CRDi SX Option,2016.0,1300000.0,55000.0,Diesel,Individual,Manual,First Owner,10.0,23.636363636363637,Hyundai
Mahindra Scorpio S11 BSIV,2018.0,1500000.0,35000.0,Diesel,Individual,Manual,First Owner,8.0,42.857142857142854,Mahindra
Toyota Innova Crysta 2.8 ZX AT BSIV,2016.0,1800000.0,110000.0,Diesel,Individual,Automatic,First Owner,10.0,16.363636363636363,Toyota
Mahindra XUV500 W6 2WD,2014.0,600000.0,80000.0,Diesel,Individual,Manual,First Owner,12.0,7.5,Mahindra
Tata Tiago 1.2 Revotron XT,2014.0,420000.0,60000.0,Petrol,Individual,Manual,First Owner,12.0,7.0,Tata
Maruti Zen Estilo LXI BS IV,2009.0,140000.0,120000.0,Petrol,Individual,Manual,First Owner,17.0,1.1666666666666667,Maruti
Skoda Laura Ambiente 2.0 TDI CR MT,2014.0,300000.0,100000.0,Diesel,Individual,Manual,Second Owner,12.0,3.0,Skoda
Hyundai Santro Xing XL eRLX Euro III,2006.0,100000.0,60000.0,Petrol,Dealer,Manual,Second Owner,20.0,1.6666666666666667,Hyundai
Maruti Alto K10 VXI,2017.0,350000.0,25000.0,Petrol,Dealer,Manual,First Owner,9.0,14.0,Maruti
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018.0,350000.0,19000.0,Petrol,Dealer,Manual,First Owner,8.0,18.42105263157895,Ford
Maruti Alto LX,2008.0,140000.0,54000.0,Petrol,Dealer,Manual,First Owner,18.0,2.5925925925925926,Maruti
Ford Aspire Titanium Plus BSIV,2015.0,550000.0,60000.0,Petrol,Dealer,Manual,Second Owner,11.0,9.166666666666666,Ford
Hyundai Grand i10 Asta Option AT,2017.0,525000.0,19000.0,Petrol,Dealer,Automatic,First Owner,9.0,27.63157894736842,Hyundai
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,470000.0,146000.0,Diesel,Dealer,Manual,First Owner,12.0,3.219178082191781,Ford
Ford Endeavour 3.0L 4X4 AT,2013.0,900000.0,98000.0,Diesel,Dealer,Automatic,First Owner,13.0,9.183673469387756,Ford
Ford Endeavour 2.5L 4X2,2014.0,500000.0,224642.0,Diesel,Dealer,Manual,Second Owner,12.0,2.2257636595115784,Ford
Maruti Zen LXI,1998.0,80000.0,120000.0,Petrol,Individual,Manual,First Owner,28.0,0.6666666666666666,Maruti
Mahindra Verito 1.5 D2 BSIII,2011.0,175000.0,175000.0,Diesel,Individual,Manual,First Owner,15.0,1.0,Mahindra
Mahindra XUV500 AT W10 AWD,2017.0,1350000.0,15000.0,Diesel,Individual,Automatic,Second Owner,9.0,90.0,Mahindra
Renault Duster 110PS Diesel RxZ,2017.0,800000.0,50000.0,Diesel,Individual,Manual,First Owner,9.0,16.0,Renault
Datsun RediGO 1.0 S,2017.0,250000.0,15000.0,Petrol,Individual,Manual,First Owner,9.0,16.666666666666668,Datsun
Maruti Ignis 1.2 AMT Alpha BSIV,2018.0,700000.0,25000.0,Petrol,Individual,Automatic,First Owner,8.0,28.0,Maruti
Tata Nexon 1.5 Revotorq XM,2019.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,7.0,32.0,Tata
Unknown,2014.0,660000.0,69000.0,Diesel,Individual,Manual,First Owner,12.0,9.565217391304348,Unknown
Maruti Swift VDI BSIV,2014.0,465000.0,60000.0,Diesel,Individual,Manual,Third Owner,12.0,7.75,Maruti
Mahindra Scorpio 2.6 CRDe,2006.0,180000.0,222435.0,Diesel,Individual,Manual,First Owner,20.0,0.8092251669026906,Mahindra
Maruti Swift Dzire VDI,2017.0,600000.0,66000.0,Diesel,Individual,Manual,Third Owner,9.0,9.090909090909092,Maruti
Ford Fiesta 1.4 ZXi Duratec,2010.0,150000.0,110000.0,Petrol,Individual,Manual,First Owner,16.0,1.3636363636363635,Ford
Hyundai Verna 1.6 SX,2014.0,450000.0,78000.0,Diesel,Individual,Manual,Second Owner,12.0,5.769230769230769,Hyundai
Hyundai Elite i20 Sportz Plus BSIV,2019.0,721000.0,10000.0,Petrol,Individual,Manual,First Owner,7.0,72.1,Hyundai
Maruti Swift 1.2 DLX,2018.0,300000.0,35000.0,Petrol,Individual,Manual,First Owner,8.0,8.571428571428571,Maruti
Mahindra Scorpio BSIV,2019.0,1000000.0,10000.0,Diesel,Individual,Manual,First Owner,7.0,100.0,Mahindra
Renault KWID RXT,2016.0,300000.0,40000.0,Petrol,Individual,Manual,First Owner,10.0,7.5,Renault
Mahindra Scorpio LX,2013.0,450000.0,120000.0,Diesel,Individual,Manual,First Owner,13.0,3.75,Mahindra
Maruti Esteem AX,1997.0,79000.0,70000.0,Petrol,Individual,Automatic,First Owner,29.0,1.1285714285714286,Maruti
Ford Figo 1.5D Trend MT,2017.0,545000.0,40000.0,Diesel,Individual,Manual,First Owner,9.0,13.625,Ford
Honda Amaze V Diesel BSIV,2018.0,844999.0,20000.0,Diesel,Individual,Manual,First Owner,8.0,42.24995,Honda
Skoda Rapid 1.5 TDI Ambition,2016.0,700000.0,93000.0,Petrol,Individual,Manual,First Owner,10.0,7.526881720430108,Skoda
Toyota Etios VD,2016.0,650000.0,159000.0,Diesel,Individual,Manual,First Owner,10.0,4.088050314465409,Toyota
Ford Ecosport 1.5 DV5 MT Titanium,2014.0,525000.0,75000.0,Diesel,Individual,Manual,Second Owner,12.0,7.0,Ford
Ford Fiesta Classic 1.4 SXI Duratorq,2006.0,110000.0,101100.0,Diesel,Individual,Manual,Third Owner,20.0,1.0880316518298714,Ford
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011.0,180000.0,66000.0,Diesel,Individual,Manual,First Owner,15.0,2.727272727272727,Tata
Hyundai i10 Era,2012.0,280000.0,60000.0,Petrol,Individual,Manual,Second Owner,14.0,4.666666666666667,Hyundai
Renault KWID 1.0 RXT Optional,2019.0,400000.0,10000.0,Petrol,Individual,Manual,First Owner,7.0,40.0,Renault
Mahindra XUV500 W8 4WD,2012.0,625000.0,126000.0,Diesel,Individual,Manual,Second Owner,14.0,4.9603174603174605,Mahindra
Volkswagen Vento 1.5 TDI Highline,2015.0,350000.0,70000.0,Diesel,Individual,Manual,First Owner,11.0,5.0,Volkswagen
Unknown,2017.0,459999.0,50000.0,Diesel,Individual,Manual,First Owner,9.0,9.19998,Unknown
Mahindra Bolero DI,2010.0,300000.0,100000.0,Diesel,Individual,Manual,First Owner,16.0,3.0,Mahindra
Honda Civic 1.8 V AT,2014.0,280000.0,60000.0,Petrol,Individual,Automatic,First Owner,12.0,4.666666666666667,Honda
Honda Mobilio V i VTEC,2014.0,500000.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,7.142857142857143,Honda
Hyundai Creta 1.6 SX,2019.0,350000.0,1200.0,Petrol,Individual,Manual,First Owner,7.0,291.6666666666667,Hyundai
Tata Manza ELAN Quadrajet BS IV,2011.0,180000.0,60000.0,Petrol,Individual,Manual,Third Owner,15.0,3.0,Tata
Hyundai i10 Sportz AT,2011.0,180000.0,134444.0,Petrol,Individual,Automatic,Second Owner,15.0,1.3388474011484335,Hyundai
Maruti Alto LXi,2009.0,78000.0,120000.0,Petrol,Individual,Manual,Second Owner,17.0,0.65,Maruti
Nissan Micra Diesel XV Premium,2011.0,160000.0,120000.0,Diesel,Individual,Manual,First Owner,15.0,1.3333333333333333,Nissan
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000.0,238000.0,Diesel,Individual,Manual,First Owner,12.0,2.5210084033613445,Mahindra
Maruti Wagon R LXI Minor,2014.0,110000.0,100000.0,Petrol,Individual,Manual,Second Owner,12.0,1.1,Maruti
Mahindra Bolero SLX 4WD BSIII,2014.0,450000.0,110000.0,Petrol,Individual,Manual,Second Owner,12.0,4.090909090909091,Mahindra
Mahindra Scorpio S9 BSIV,2019.0,1350000.0,60000.0,Diesel,Individual,Manual,First Owner,7.0,22.5,Mahindra
Honda City 1.3 DX,2003.0,120000.0,165000.0,Petrol,Individual,Manual,Second Owner,23.0,0.7272727272727273,Honda
Honda BR-V i-DTEC VX MT,2018.0,1040000.0,42000.0,Diesel,Individual,Manual,First Owner,8.0,24.761904761904763,Honda
Hyundai Grand i10 CRDi Sportz,2014.0,390000.0,70000.0,Diesel,Individual,Manual,Second Owner,12.0,5.571428571428571,Hyundai
Tata Nano Lx BSIII,2011.0,65000.0,60000.0,Petrol,Individual,Manual,Second Owner,15.0,1.0833333333333333,Tata
Volkswagen Polo Diesel Highline 1.2L,2013.0,320000.0,115000.0,Diesel,Individual,Manual,Third Owner,13.0,2.782608695652174,Volkswagen
Volkswagen Ameo 1.5 TDI Highline,2017.0,720000.0,70000.0,Diesel,Individual,Manual,First Owner,9.0,10.285714285714286,Volkswagen
Maruti Swift ZXI ABS,2007.0,220000.0,80000.0,Petrol,Individual,Manual,Second Owner,19.0,2.75,Maruti
Maruti Wagon R LXI BS IV,2011.0,225000.0,65000.0,Petrol,Dealer,Manual,First Owner,15.0,3.4615384615384617,Maruti
Tata Manza Aura (ABS) Quadrajet BS IV,2010.0,200000.0,150000.0,Diesel,Individual,Manual,Second Owner,16.0,1.3333333333333333,Tata
Toyota Etios GD,2015.0,434999.0,75000.0,Diesel,Dealer,Manual,Second Owner,11.0,5.799986666666666,Toyota
Ford Figo Diesel Titanium,2012.0,350000.0,63700.0,Diesel,Individual,Manual,First Owner,14.0,5.4945054945054945,Ford
Honda Amaze VX i-DTEC,2018.0,700000.0,74800.0,Diesel,Individual,Manual,First Owner,8.0,9.358288770053475,Honda
Ford Endeavour 2.5L 4X2 MT,2009.0,500000.0,105000.0,Diesel,Individual,Manual,Second Owner,17.0,4.761904761904762,Ford
Renault Duster 85PS Diesel RxE,2016.0,500000.0,40000.0,Diesel,Individual,Manual,First Owner,10.0,12.5,Renault
Maruti Ritz LDi,2016.0,400000.0,90000.0,Diesel,Individual,Manual,Second Owner,10.0,4.444444444444445,Maruti
Toyota Corolla Altis D-4D J,2015.0,825000.0,75000.0,Diesel,Dealer,Manual,Second Owner,11.0,11.0,Toyota
Maruti Swift Dzire VDI,2018.0,720000.0,15000.0,Diesel,Individual,Manual,First Owner,8.0,48.0,Maruti
Maruti 800 AC Uniq,2009.0,110000.0,60000.0,Petrol,Individual,Manual,First Owner,17.0,1.8333333333333333,Maruti
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014.0,600000.0,60000.0,Diesel,Individual,Manual,Second Owner,12.0,10.0,Mahindra
Mahindra Scorpio VLX 2WD AT BSIV,2009.0,275000.0,155000.0,Diesel,Individual,Automatic,Third Owner,17.0,1.7741935483870968,Mahindra
Land Rover Range Rover Evoque 2.2L Dynamic,2012.0,2349000.0,149000.0,Diesel,Individual,Automatic,Second Owner,14.0,15.765100671140939,Land
Hyundai i20 1.4 Sportz,2017.0,740000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,12.333333333333334,Hyundai
Maruti Baleno Alpha 1.3,2017.0,800000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,13.333333333333334,Maruti
Hyundai Verna CRDi 1.6 SX Option,2019.0,1100000.0,100000.0,Diesel,Individual,Manual,First Owner,7.0,11.0,Hyundai
BMW X1 sDrive20d,2012.0,750000.0,100000.0,Diesel,Individual,Automatic,Second Owner,14.0,7.5,BMW
Maruti Alto K10 2010-2014 VXI,2012.0,200000.0,90000.0,Petrol,Individual,Manual,Second Owner,14.0,2.2222222222222223,Maruti
Tata Spacio SA 6 Seater,2009.0,210000.0,75000.0,Diesel,Individual,Manual,First Owner,17.0,2.8,Tata
Maruti Swift VDI BSIV,2009.0,270000.0,120000.0,Diesel,Individual,Manual,Second Owner,17.0,2.25,Maruti
Toyota Etios 1.4 VXD,2016.0,630000.0,90000.0,Diesel,Individual,Manual,Second Owner,10.0,7.0,Toyota
Hyundai Xcent 1.2 Kappa S,2015.0,375000.0,55000.0,Petrol,Individual,Manual,First Owner,11.0,6.818181818181818,Hyundai
Mahindra Xylo D2,2010.0,300000.0,70000.0,Diesel,Individual,Manual,First Owner,16.0,4.285714285714286,Mahindra
Mahindra Bolero Power Plus SLX,2016.0,580000.0,95000.0,Diesel,Individual,Manual,Second Owner,10.0,6.105263157894737,Mahindra
Hyundai Verna 1.4 CRDi,2014.0,550000.0,50000.0,Diesel,Individual,Manual,First Owner,12.0,11.0,Hyundai
Maruti Ciaz ZDi Plus SHVS,2016.0,350000.0,50000.0,Diesel,Individual,Manual,First Owner,10.0,7.0,Maruti
Maruti Omni E MPI STD BS IV,2014.0,250000.0,60516.0,Petrol,Individual,Manual,First Owner,12.0,4.131138872364334,Maruti
Hyundai Verna 1.6 SX,2014.0,434999.0,235000.0,Diesel,Individual,Manual,Second Owner,12.0,1.8510595744680851,Hyundai
Mercedes-Benz E-Class 280 CDI,2007.0,900000.0,76731.0,Diesel,Dealer,Automatic,First Owner,19.0,11.729288032216445,Mercedes-Benz
Maruti Swift ZDI,2014.0,685000.0,64000.0,Diesel,Dealer,Manual,First Owner,12.0,10.703125,Maruti
Maruti Swift VDI BSIV,2014.0,540000.0,65000.0,Diesel,Dealer,Manual,First Owner,12.0,8.307692307692308,Maruti
Honda City i-VTEC CVT ZX,2018.0,1165000.0,13000.0,Petrol,Dealer,Manual,Test Drive Car,8.0,89.61538461538461,Honda
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014.0,610000.0,77000.0,Diesel,Dealer,Manual,First Owner,12.0,7.922077922077922,Ford
Hyundai EON Era,2011.0,254999.0,24000.0,Petrol,Dealer,Manual,First Owner,15.0,10.624958333333334,Hyundai
Nissan Micra Active XV,2014.0,280000.0,63840.0,Petrol,Dealer,Manual,First Owner,12.0,4.385964912280702,Nissan
Tata Tiago 1.2 Revotron XT,2014.0,370000.0,25000.0,Petrol,Individual,Manual,First Owner,12.0,14.8,Tata
Tata New Safari DICOR 2.2 EX 4x2,2011.0,459999.0,76400.0,Diesel,Individual,Manual,Second Owner,15.0,6.020929319371728,Tata
Maruti Zen LX,1998.0,42000.0,70000.0,Petrol,Individual,Manual,Third Owner,28.0,0.6,Maruti
Fiat Linea Active (Diesel),2011.0,190000.0,80000.0,Diesel,Individual,Manual,Third Owner,15.0,2.375,Fiat
Fiat Punto 1.4 Emotion,2010.0,165000.0,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,16.0,1.65,Fiat
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2014.0,710000.0,40000.0,Diesel,Individual,Manual,First Owner,12.0,17.75,Ford
Unknown,2018.0,1200000.0,15000.0,Petrol,Individual,Manual,First Owner,8.0,80.0,Unknown
Maruti Zen Estilo LXI BS IV,2014.0,229999.0,70000.0,Petrol,Individual,Manual,First Owner,12.0,3.2857,Maruti
Renault KWID RXT,2018.0,310000.0,15000.0,Petrol,Individual,Manual,First Owner,8.0,20.666666666666668,Renault
Maruti Wagon R VXI BS IV,2015.0,320000.0,40000.0,Petrol,Individual,Manual,First Owner,11.0,8.0,Maruti
Maruti 800 AC,2006.0,100000.0,60000.0,Petrol,Individual,Manual,First Owner,20.0,1.6666666666666667,Maruti
Hyundai Verna CRDi,2009.0,160000.0,60000.0,Petrol,Individual,Manual,First Owner,17.0,2.6666666666666665,Hyundai
Maruti 800 AC BSIII,2007.0,60000.0,52000.0,Petrol,Individual,Manual,First Owner,19.0,1.1538461538461537,Maruti
Tata Indigo LS,2012.0,100000.0,200000.0,Petrol,Individual,Manual,First Owner,14.0,0.5,Tata
Chevrolet Beat Diesel LT,2016.0,350000.0,35000.0,Diesel,Individual,Manual,Second Owner,10.0,10.0,Chevrolet
Renault Duster 110PS Diesel RxZ AWD,2017.0,700000.0,60000.0,Diesel,Individual,Manual,First Owner,9.0,11.666666666666666,Renault
Maruti Alto K10 VXI,2017.0,300000.0,31489.0,Petrol,Individual,Manual,First Owner,9.0,9.527136460351233,Maruti
Unknown,2018.0,830000.0,60000.0,Diesel,Individual,Manual,First Owner,8.0,13.833333333333334,Unknown
Mahindra Quanto C6,2013.0,350000.0,110000.0,Diesel,Individual,Manual,First Owner,13.0,3.1818181818181817,Mahindra
Tata Indigo LX Dicor,2009.0,130000.0,60000.0,Diesel,Individual,Manual,First Owner,17.0,2.1666666666666665,Tata
Hyundai Verna Transform VTVT,2010.0,229999.0,70000.0,Petrol,Individual,Manual,First Owner,16.0,3.2857,Hyundai
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,400000.0,100000.0,Petrol,Individual,Manual,First Owner,13.0,4.0,Hyundai
Maruti Gypsy King Hard Top Ambulance BSIV,2005.0,300000.0,70000.0,Petrol,Individual,Manual,Second Owner,21.0,4.285714285714286,Maruti
Ford Figo Diesel Celebration Edition,2013.0,300000.0,50000.0,Diesel,Individual,Manual,First Owner,13.0,6.0,Ford
Ford Fiesta 1.4 SXi TDCi,2009.0,80000.0,180000.0,Diesel,Individual,Manual,Second Owner,17.0,0.4444444444444444,Ford
Maruti 800 AC,2008.0,80000.0,50000.0,Petrol,Individual,Manual,Second Owner,18.0,1.6,Maruti
Maruti Esteem Vxi,2007.0,100000.0,90000.0,Petrol,Individual,Manual,First Owner,19.0,1.1111111111111112,Maruti
Unknown,2012.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,14.0,2.727272727272727,Unknown
Maruti Baleno Zeta Automatic,2018.0,700000.0,26000.0,Petrol,Individual,Automatic,First Owner,8.0,26.923076923076923,Maruti
Maruti Vitara Brezza ZDi Plus,2016.0,975000.0,65000.0,Diesel,Individual,Manual,First Owner,10.0,15.0,Maruti
Chevrolet Captiva LT,2009.0,500000.0,130000.0,Diesel,Individual,Manual,First Owner,17.0,3.8461538461538463,Chevrolet
Renault Duster 85PS Diesel RxL Optional,2013.0,550000.0,60000.0,Diesel,Individual,Manual,Second Owner,13.0,9.166666666666666,Renault
Nissan Terrano XV Premium 110 PS,2014.0,550000.0,110000.0,Diesel,Individual,Manual,First Owner,12.0,5.0,Nissan
Maruti Alto K10 2010-2014 VXI,2014.0,240000.0,50000.0,Petrol,Individual,Manual,First Owner,12.0,4.8,Maruti
Maruti 800 Std,1997.0,50000.0,80000.0,Petrol,Individual,Manual,Second Owner,29.0,0.625,Maruti
Unknown,2009.0,120000.0,80000.0,Petrol,Individual,Manual,Second Owner,17.0,1.5,Unknown
Unknown,2013.0,900000.0,60000.0,Petrol,Individual,Manual,Second Owner,13.0,15.0,Unknown
Honda City 1.5 V MT,2009.0,250000.0,90000.0,Petrol,Individual,Manual,Second Owner,17.0,2.7777777777777777,Honda
Renault KWID 1.0 RXT Optional,2017.0,280000.0,36000.0,Petrol,Individual,Manual,First Owner,9.0,7.777777777777778,Renault
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010.0,85000.0,87000.0,Diesel,Individual,Manual,First Owner,16.0,0.9770114942528736,Tata
Tata Indica Vista Terra 1.4 TDI,2011.0,90000.0,80000.0,Diesel,Individual,Manual,First Owner,15.0,1.125,Tata
Unknown,2015.0,350000.0,50000.0,Diesel,Individual,Manual,First Owner,11.0,7.0,Unknown
Maruti 800 Std,2014.0,200000.0,60000.0,Petrol,Individual,Manual,First Owner,12.0,3.3333333333333335,Maruti
Renault KWID RXT,2015.0,250000.0,50000.0,Petrol,Individual,Manual,First Owner,11.0,5.0,Renault
